review_id,clip_cross_modal
R01400,0.18818513
R01401,0.17481184
R01402,0.24943446
R01403,0.17320558
R01404,0.21972597
R01405,0.21028826
R01406,0.18753427
R01407,0.15296772
R01408,0.23131248
R01409,0.259059
R01410,0.1926189
R01411,0.15725024
R01412,0.24328847
R01413,0.23273809
R01414,0.15863772
R01415,0.27851784
R01416,0.14950114
R01417,0.2542159
R01418,0.22893651
R01419,0.22100885
R01420,0.085751
R01421,0.22012445
R01422,0.18789798
R01423,0.25431186
R01424,0.19775578
R01425,0.18013766
R01426,0.22488345
R01427,0.18919563
R01428,0.16385138
R01429,0.25890446
R01430,0.24454236
R01431,0.13729626
R01432,0.22589108
R01433,0.16463432
R01434,0.22440165
R01435,0.22643858
R01436,0.21466577
R01437,0.15296124
R01438,0.1646204
R01439,0.24971937
R01440,0.25100943
R01441,0.21913174
R01442,0.19278811
R01443,0.14345798
R01444,0.2717685
R01445,0.1784192
R01446,0.25315216
R01447,0.18850091
R01448,0.22938137
R01449,0.28320265
R01450,0.19080335
R01451,0.16946262
R01452,0.2977232
R01453,0.18321875
R01454,0.22605017
R01455,0.2032601
R01456,0.15405056
R01457,0.27959
R01458,0.21204057
R01459,0.24702132
R01460,0.17891152
R01461,0.16745642
R01462,0.18402934
R01463,0.24255207
R01464,0.10076684
R01465,0.1856215
R01466,0.21272263
R01467,0.17421699
R01468,0.20955995
R01469,0.20107839
R01470,0.3289736
R01471,0.29165304
R01472,0.15351161
R01473,0.16182141
R01474,0.258434
R01475,0.16502024
R01476,0.24611545
R01477,0.1597676
R01478,0.2260221
R01479,0.17901239
R01480,0.14181119
R01481,0.27973363
R01482,0.21144542
R01483,0.23517135
R01484,0.10893817
R01485,0.26211858
R01486,0.17612116
R01487,0.25798658
R01488,0.21165022
R01489,0.29256856
R01490,0.26823655
R01491,0.24291018
R01492,0.17378151
R01493,0.165383
R01494,0.14261359
R01495,0.2549146
R01496,0.27351716
R01497,0.27065438
R01498,0.29213423
R01499,0.25000376
R01500,0.13782004
R01501,0.15539108
R01502,0.25438347
R01503,0.18582025
R01504,0.14542702
R01505,0.15187639
R01506,0.21078524
R01507,0.1454972
R01508,0.12965511
R01509,0.17183009
R01510,0.2120943
R01511,0.16942048
R01512,0.18262169
R01513,0.19935071
R01514,0.15827644
R01515,0.17309952
R01516,0.24429178
R01517,0.25718617
R01518,0.21746743
R01519,0.18705648
R01520,0.23244846
R01521,0.14656618
R01522,0.21581106
R01523,0.18903539
R01524,0.14987907
R01525,0.19248706
R01526,0.18346834
R01527,0.2340164
R01528,0.19865921
R01529,0.13824035
R01530,0.1757379
R01531,0.23191449
R01532,0.15046722
R01533,0.17434898
R01534,0.16830662
R01535,0.24738961
R01536,0.22791505
R01537,0.23644845
R01538,0.20523983
R01539,0.09295465
R01540,0.12524568
R01541,0.14917307
R01542,0.24670824
R01543,0.20829092
R01544,0.15541196
R01545,0.1242896
R01546,0.24366781
R01547,0.17302623
R01548,0.27342033
R01549,0.24117698
R01550,0.20517422
R01551,0.26182216
R01552,0.26805365
R01553,0.20188206
R01554,0.15392537
R01555,0.13703088
R01556,0.23480599
R01557,0.24700718
R01558,0.19301292
R01559,0.1714872
R01560,0.23094365
R01561,0.15023929
R01562,0.1840593
R01563,0.3050814
R01564,0.18648493
R01565,0.3006578
R01566,0.16343376
R01567,0.19400442
R01568,0.19242239
R01569,0.14221388
R01570,0.14350492
R01571,0.15284339
R01572,0.24428558
R01573,0.16555525
R01574,0.32356796
R01575,0.21195057
R01576,0.18773015
R01577,0.18180627
R01578,0.24491265
R01579,0.21763329
R01580,0.22648168
R01581,0.11842967
R01582,0.22215743
R01583,0.2635031
R01584,0.14927468
R01585,0.18412897
R01586,0.2369554
R01587,0.30188203
R01588,0.18379182
R01589,0.16573721
R01590,0.23667946
R01591,0.22615752
R01592,0.15660828
R01593,0.18939117
R01594,0.28635693
R01595,0.11272345
R01596,0.23165351
R01597,0.21704999
R01598,0.23446071
R01599,0.24408051
R01600,0.17104423
R01601,0.16701111
R01602,0.15808675
R01603,0.24344611
R01604,0.1793837
R01605,0.20388487
R01606,0.26284856
R01607,0.24722409
R01608,0.2111333
R01609,0.21642336
R01610,0.19345236
R01611,0.27049512
R01612,0.20481858
R01613,0.22190982
R01614,0.19069013
R01615,0.14132132
R01616,0.23012444
R01617,0.17258558
R01618,0.17155892
R01619,0.20911637
R01620,0.26850566
R01621,0.24754575
R01622,0.24624881
R01623,0.30525112
R01624,0.15031582
R01625,0.1631045
R01626,0.2721034
R01627,0.27046168
R01628,0.18607393
R01629,0.18586409
R01630,0.18818676
R01631,0.20071729
R01632,0.24764447
R01633,0.19676666
R01634,0.28495175
R01635,0.30048648
R01636,0.21298075
R01637,0.25783247
R01638,0.2155264
R01639,0.12440363
R01640,0.17478313
R01641,0.21737203
R01642,0.17890735
R01643,0.16773906
R01644,0.103442
R01645,0.12876779
R01646,0.19499193
R01647,0.2889717
R01648,0.26941693
R01649,0.13559784
R01650,0.1791032
R01651,0.24695766
R01652,0.17679805
R01653,0.1732724
R01654,0.25274822
R01655,0.15108907
R01656,0.15820208
R01657,0.19976924
R01658,0.3101861
R01659,0.1699997
R01660,0.23335467
R01661,0.26057315
R01662,0.28786367
R01663,0.15494998
R01664,0.15256107
R01665,0.23030788
R01666,0.2485938
R01667,0.11750588
R01668,0.26400483
R01669,0.21881506
R01670,0.26588446
R01671,0.18475538
R01672,0.20513079
R01673,0.23846838
R01674,0.17698237
R01675,0.13422309
R01676,0.14179206
R01677,0.14969811
R01678,0.24822216
R01679,0.24831887
R01680,0.13057052
R01681,0.26412475
R01682,0.23942679
R01683,0.16079694
R01684,0.20011237
R01685,0.24255085
R01686,0.14479305
R01687,0.2049589
R01688,0.22239292
R01689,0.21545371
R01690,0.22740093
R01691,0.22467294
R01692,0.20221579
R01693,0.21559879
R01694,0.24364367
R01695,0.23889035
R01696,0.23682553
R01697,0.11327176
R01698,0.22372223
R01699,0.22455299
R01700,0.19395673
R01701,0.24967298
R01702,0.23850098
R01703,0.23705478
R01704,0.15479095
R01705,0.18055698
R01706,0.27711886
R01707,0.20827037
R01708,0.24316658
R01709,0.23586813
R01710,0.18749146
R01711,0.22020605
R01712,0.18707201
R01713,0.13145912
R01714,0.22375007
R01715,0.14719853
R01716,0.2076298
R01717,0.16050082
R01718,0.1607036
R01719,0.2830163
R01720,0.28212193
R01721,0.22012949
R01722,0.18530414
R01723,0.27374846
R01724,0.17453271
R01725,0.22136857
R01726,0.22188765
R01727,0.16868956
R01728,0.21262616
R01729,0.25577977
R01730,0.25261837
R01731,0.1919755
R01732,0.28091827
R01733,0.19326875
R01734,0.22854586
R01735,0.20489185
R01736,0.19236204
R01737,0.2148911
R01738,0.27508557
R01739,0.20435661
R01740,0.22393337
R01741,0.196995
R01742,0.17065695
R01743,0.13338885
R01744,0.26905587
R01745,0.19158015
R01746,0.20754902
R01747,0.29891106
R01748,0.24050722
R01749,0.30821368
R01750,0.16767132
R01751,0.20012438
R01752,0.17686963
R01753,0.22163665
R01754,0.20385227
R01755,0.22507903
R01756,0.2418042
R01757,0.24751082
R01758,0.08661843
R01759,0.26358154
R01760,0.22337906
R01761,0.19294053
R01762,0.2041042
R01763,0.18270917
R01764,0.18818419
R01765,0.13862164
R01766,0.08160575
R01767,0.14011204
R01768,0.18794246
R01769,0.20155266
R01770,0.27128208
R01771,0.25252578
R01772,0.25095296
R01773,0.19114974
R01774,0.18087405
R01775,0.1598201
R01776,0.24625528
R01777,0.21489891
R01778,0.25135523
R01779,0.20083846
R01780,0.2214596
R01781,0.2563491
R01782,0.22627896
R01783,0.22522746
R01784,0.20750591
R01785,0.20098487
R01786,0.24429312
R01787,0.28135604
R01788,0.14397813
R01789,0.13079941
R01790,0.18531738
R01791,0.16055687
R01792,0.21738985
R01793,0.1519288
R01794,0.17108229
R01795,0.27007318
R01796,0.22762758
R01797,0.23372976
R01798,0.25610024
R01799,0.1768223
R01800,0.2436882
R01801,0.23090574
R01802,0.22738105
R01803,0.15798083
R01804,0.20297399
R01805,0.2659732
R01806,0.2625668
R01807,0.19894171
R01808,0.20731044
R01809,0.23144087
R01810,0.19962487
R01811,0.14971621
R01812,0.28303707
R01813,0.19980335
R01814,0.20928712
R01815,0.19419682
R01816,0.14460999
R01817,0.13099647
R01818,0.22538975
R01819,0.28053862
R01820,0.1450901
R01821,0.25795794
R01822,0.2400254
R01823,0.22189772
R01824,0.24595723
R01825,0.15521824
R01826,0.1810228
R01827,0.16919643
R01828,0.19023564
R01829,0.15579528
R01830,0.26739585
R01831,0.25230768
R01832,0.21470198
R01833,0.24898173
R01834,0.21476293
R01835,0.20734592
R01836,0.20141268
R01837,0.14791435
R01838,0.23265803
R01839,0.2269826
R01840,0.2318054
R01841,0.17368439
R01842,0.2196981
R01843,0.18134978
R01844,0.15798482
R01845,0.18465826
R01846,0.2157395
R01847,0.26850316
R01848,0.22828431
R01849,0.18940969
R01850,0.18740705
R01851,0.1804193
R01852,0.1939493
R01853,0.2844565
R01854,0.20738831
R01855,0.24563658
R01856,0.13374105
R01857,0.24991722
R01858,0.18197806
R01859,0.2261523
R01860,0.16982006
R01861,0.20011416
R01862,0.18696973
R01863,0.20324457
R01864,0.17563736
R01865,0.10892801
R01866,0.13048735
R01867,0.20923714
R01868,0.23333864
R01869,0.20518093
R01870,0.27617377
R01871,0.26771355
R01872,0.1620439
R01873,0.27853996
R01874,0.13282414
R01875,0.19431661
R01876,0.14633206
R01877,0.21302426
R01878,0.19697568
R01879,0.20737527
R01880,0.18075049
R01881,0.18913178
R01882,0.24322787
R01883,0.21587072
R01884,0.2856952
R01885,0.116822295
R01886,0.1479649
R01887,0.25987703
R01888,0.18082748
R01889,0.23566428
R01890,0.15064754
R01891,0.18561082
R01892,0.17563862
R01893,0.1840641
R01894,0.25426924
R01895,0.18695334
R01896,0.17381112
R01897,0.25937778
R01898,0.13568583
R01899,0.13555346
R01900,0.22775553
R01901,0.16231327
R01902,0.21835375
R01903,0.22188345
R01904,0.27517706
R01905,0.17610443
R01906,0.20096822
R01907,0.18101782
R01908,0.28312534
R01909,0.24442169
R01910,0.21998504
R01911,0.15473026
R01912,0.24769872
R01913,0.25948992
R01914,0.18528795
R01915,0.25940108
R01916,0.14674155
R01917,0.24387324
R01918,0.25914806
R01919,0.22373956
R01920,0.2360009
R01921,0.21432054
R01922,0.15596548
R01923,0.27749395
R01924,0.1845689
R01925,0.20786572
R01926,0.18332991
R01927,0.23569039
R01928,0.1557542
R01929,0.1441564
R01930,0.18647659
R01931,0.18420468
R01932,0.12729925
R01933,0.20075646
R01934,0.2369053
R01935,0.20615539
R01936,0.18976194
R01937,0.22228552
R01938,0.2356357
R01939,0.1578928
R01940,0.123919636
R01941,0.1535523
R01942,0.23271823
R01943,0.20117712
R01944,0.21775804
R01945,0.18536666
R01946,0.27112395
R01947,0.19548869
R01948,0.2318461
R01949,0.15223175
R01950,0.16458508
R01951,0.26109987
R01952,0.24716365
R01953,0.1456776
R01954,0.26853335
R01955,0.15851569
R01956,0.13932088
R01957,0.28486407
R01958,0.19692239
R01959,0.2436401
R01960,0.22544488
R01961,0.17769566
R01962,0.22918305
R01963,0.22542655
R01964,0.23295677
R01965,0.2790553
R01966,0.23595244
R01967,0.17623308
R01968,0.22271556
R01969,0.22791083
R01970,0.2154559
R01971,0.24037257
R01972,0.23591727
R01973,0.24808058
R01974,0.26979512
R01975,0.21647105
R01976,0.1806962
R01977,0.2576243
R01978,0.21749456
R01979,0.14041701
R01980,0.23225346
R01981,0.2120772
R01982,0.2135987
R01983,0.20491973
R01984,0.19373508
R01985,0.19072258
R01986,0.14565782
R01987,0.19246045
R01988,0.1535093
R01989,0.12592022
R01990,0.21107109
R01991,0.21243295
R01992,0.23266447
R01993,0.20722577
R01994,0.1817193
R01995,0.15832125
R01996,0.09715217
R01997,0.19421977
R01998,0.2504028
R01999,0.20939225
R02000,0.2692319
R02001,0.20157215
R02002,0.24844588
R02003,0.17905763
R02004,0.20308691
R02005,0.2875577
R02006,0.19762617
R02007,0.22497101
R02008,0.29573563
R02009,0.18892145
R02010,0.19127493
R02011,0.28342068
R02012,0.2354495
R02013,0.28114718
R02014,0.21861899
R02015,0.12445563
R02016,0.12089303
R02017,0.20557618
R02018,0.2913907
R02019,0.24771474
R02020,0.2517568
R02021,0.29556224
R02022,0.19895354
R02023,0.1635041
R02024,0.21542872
R02025,0.24975507
R02026,0.22997949
R02027,0.18105486
R02028,0.17873487
R02029,0.10239607
R02030,0.21546206
R02031,0.1551042
R02032,0.22674061
R02033,0.18409717
R02034,0.12232227
R02035,0.15614215
R02036,0.2816779
R02037,0.1537459
R02038,0.23728842
R02039,0.25385553
R02040,0.18920702
R02041,0.14712454
R02042,0.14341366
R02043,0.22660038
R02044,0.2569481
R02045,0.14761949
R02046,0.24364161
R02047,0.1576984
R02048,0.19816753
R02049,0.24083394
R02050,0.2156628
R02051,0.23045196
R02052,0.19984177
R02053,0.19935119
R02054,0.27533045
R02055,0.18733442
R02056,0.14921756
R02057,0.20321871
R02058,0.21666521
R02059,0.26701123
R02060,0.20795017
R02061,0.16568851
R02062,0.23858324
R02063,0.24231581
R02064,0.21052876
R02065,0.22287485
R02066,0.29906118
R02067,0.19470493
R02068,0.14249718
R02069,0.2612537
R02070,0.23396048
R02071,0.15446112
R02072,0.25195238
R02073,0.26149386
R02074,0.22232819
R02075,0.25191706
R02076,0.1659449
R02077,0.25780362
R02078,0.18259561
R02079,0.16359887
R02080,0.17506275
R02081,0.28090602
R02082,0.2962063
R02083,0.22263023
R02084,0.22130172
R02085,0.1701513
R02086,0.21680939
R02087,0.19881503
R02088,0.18917122
R02089,0.20589262
R02090,0.19157308
R02091,0.2363378
R02092,0.191399
R02093,0.12627578
R02094,0.15245302
R02095,0.1076807
R02096,0.19606948
R02097,0.2802854
R02098,0.2007132
R02099,0.22978885
R02100,0.20106298
R02101,0.20352215
R02102,0.30546883
R02103,0.2483346
R02104,0.21698399
R02105,0.20531933
R02106,0.27530277
R02107,0.22269453
R02108,0.23156267
R02109,0.18697089
R02110,0.13647938
R02111,0.26197705
R02112,0.2011601
R02113,0.14858392
R02114,0.222794
R02115,0.27638614
R02116,0.23328921
R02117,0.21653627
R02118,0.2205325
R02119,0.23098667
R02120,0.15527251
R02121,0.19147958
R02122,0.24114814
R02123,0.25376374
R02124,0.28437954
R02125,0.2130054
R02126,0.20979638
R02127,0.20398247
R02128,0.22524473
R02129,0.31026286
R02130,0.26740366
R02131,0.24114946
R02132,0.20208319
R02133,0.25093022
R02134,0.14735287
R02135,0.20055822
R02136,0.12680301
R02137,0.19914672
R02138,0.26382595
R02139,0.2118685
R02140,0.15803888
R02141,0.17256814
R02142,0.17372659
R02143,0.21317603
R02144,0.15760949
R02145,0.1488415
R02146,0.27181625
R02147,0.23793432
R02148,0.25309926
R02149,0.1891399
R02150,0.17542848
R02151,0.21583858
R02152,0.15402952
R02153,0.24539159
R02154,0.23329647
R02155,0.23006132
R02156,0.22531137
R02157,0.16047695
R02158,0.26546073
R02159,0.15567097
R02160,0.2048987
R02161,0.24065939
R02162,0.23892291
R02163,0.17478828
R02164,0.24689406
R02165,0.25650766
R02166,0.16965854
R02167,0.22613536
R02168,0.15402474
R02169,0.22851905
R02170,0.16061705
R02171,0.14488767
R02172,0.21599466
R02173,0.27733275
R02174,0.19328508
R02175,0.22408888
R02176,0.16546886
R02177,0.2027449
R02178,0.09980957
R02179,0.19673586
R02180,0.20555864
R02181,0.278616
R02182,0.19530906
R02183,0.1756357
R02184,0.27458638
R02185,0.25867712
R02186,0.25920123
R02187,0.21116762
R02188,0.20380977
R02189,0.16179843
R02190,0.17163837
R02191,0.286357
R02192,0.2281632
R02193,0.09502025
R02194,0.27322677
R02195,0.12820846
R02196,0.15545052
R02197,0.19633362
R02198,0.24297532
R02199,0.15274294
R02200,0.2231428
R02201,0.24170382
R02202,0.22560981
R02203,0.15658695
R02204,0.19699873
R02205,0.22477517
R02206,0.20983931
R02207,0.20379043
R02208,0.1687057
R02209,0.25948232
R02210,0.19171971
R02211,0.23006272
R02212,0.20217517
R02213,0.17952979
R02214,0.17691572
R02215,0.19221815
R02216,0.18181166
R02217,0.16419896
R02218,0.20191221
R02219,0.22983705
R02220,0.15316513
R02221,0.13788025
R02222,0.2373318
R02223,0.2560729
R02224,0.24233161
R02225,0.23017155
R02226,0.23060718
R02227,0.16707408
R02228,0.19094917
R02229,0.1842294
R02230,0.15496941
R02231,0.23054913
R02232,0.19470312
R02233,0.17833348
R02234,0.16990796
R02235,0.19917902
R02236,0.15313844
R02237,0.14213759
R02238,0.24450135
R02239,0.12996
R02240,0.22289059
R02241,0.2536614
R02242,0.2801967
R02243,0.1944029
R02244,0.16916397
R02245,0.25469512
R02246,0.23140474
R02247,0.24794737
R02248,0.27519163
R02249,0.2825604
R02250,0.29639083
R02251,0.24615976
R02252,0.21312107
R02253,0.20116022
R02254,0.1750794
R02255,0.18497375
R02256,0.1627002
R02257,0.18427928
R02258,0.20857224
R02259,0.1903157
R02260,0.16724984
R02261,0.23656839
R02262,0.21691597
R02263,0.21568714
R02264,0.18682773
R02265,0.2031082
R02266,0.23359701
R02267,0.15575296
R02268,0.25830793
R02269,0.15123308
R02270,0.12624896
R02271,0.17005783
R02272,0.17999864
R02273,0.13163857
R02274,0.24905628
R02275,0.18372473
R02276,0.2021935
R02277,0.21553616
R02278,0.18416168
R02279,0.2726853
R02280,0.12971908
R02281,0.16665584
R02282,0.15012577
R02283,0.22708303
R02284,0.16769736
R02285,0.19982973
R02286,0.17723712
R02287,0.25705987
R02288,0.26960987
R02289,0.17686382
R02290,0.2293869
R02291,0.22781202
R02292,0.23834103
R02293,0.1263399
R02294,0.17551579
R02295,0.27262697
R02296,0.16337016
R02297,0.14296922
R02298,0.16971752
R02299,0.17698163
R02300,0.16179381
R02301,0.26298496
R02302,0.24869381
R02303,0.21055904
R02304,0.20764574
R02305,0.24817175
R02306,0.23282887
R02307,0.138403
R02308,0.32485074
R02309,0.17674248
R02310,0.20862108
R02311,0.15642577
R02312,0.17214435
R02313,0.20115149
R02314,0.1913102
R02315,0.23771305
R02316,0.3159291
R02317,0.13863826
R02318,0.15427628
R02319,0.27475604
R02320,0.1628693
R02321,0.18722837
R02322,0.14007737
R02323,0.23070113
R02324,0.31268176
R02325,0.19991904
R02326,0.18202317
R02327,0.14690521
R02328,0.2020883
R02329,0.20621979
R02330,0.2218966
R02331,0.10026571
R02332,0.15551609
R02333,0.18778464
R02334,0.18722484
R02335,0.23427293
R02336,0.23552132
R02337,0.21276368
R02338,0.2276538
R02339,0.24226628
R02340,0.23537973
R02341,0.20256698
R02342,0.124267995
R02343,0.21942867
R02344,0.27041623
R02345,0.28013468
R02346,0.19407418
R02347,0.2360712
R02348,0.2061404
R02349,0.17528479
R02350,0.17006281
R02351,0.20135565
R02352,0.18275523
R02353,0.15112346
R02354,0.24488464
R02355,0.17621672
R02356,0.2045053
R02357,0.21367027
R02358,0.23681526
R02359,0.18482555
R02360,0.28119755
R02361,0.10620181
R02362,0.18516232
R02363,0.21866205
R02364,0.26274312
R02365,0.18994734
R02366,0.13779053
R02367,0.24377428
R02368,0.20885226
R02369,0.24753772
R02370,0.22211541
R02371,0.23225152
R02372,0.2795977
R02373,0.17669554
R02374,0.13503498
R02375,0.21116939
R02376,0.2344306
R02377,0.198373
R02378,0.28718436
R02379,0.1968087
R02380,0.14241278
R02381,0.2525343
R02382,0.32358074
R02383,0.16788605
R02384,0.18786557
R02385,0.13231198
R02386,0.18366867
R02387,0.1393246
R02388,0.20783193
R02389,0.261364
R02390,0.20033498
R02391,0.2237792
R02392,0.27799392
R02393,0.12362895
R02394,0.18868533
R02395,0.13600804
R02396,0.24680623
R02397,0.14012596
R02398,0.24240625
R02399,0.16183522
R02400,0.17506339
R02401,0.24033043
R02402,0.15168557
R02403,0.17324424
R02404,0.28344536
R02405,0.23208937
R02406,0.16545218
R02407,0.22969787
R02408,0.1971418
R02409,0.303115
R02410,0.27754146
R02411,0.1784203
R02412,0.14886883
R02413,0.15963155
R02414,0.2445537
R02415,0.27658224
R02416,0.14382029
R02417,0.14702626
R02418,0.17785998
R02419,0.21587533
R02420,0.26512188
R02421,0.21469274
R02422,0.18355006
R02423,0.21551678
R02424,0.26566276
R02425,0.12836216
R02426,0.24209714
R02427,0.24511269
R02428,0.14905047
R02429,0.16768351
R02430,0.29574168
R02431,0.17982915
R02432,0.23107481
R02433,0.18101645
R02434,0.16108735
R02435,0.2800359
R02436,0.17815402
R02437,0.19972242
R02438,0.26218784
R02439,0.11001502
R02440,0.28399
R02441,0.17829575
R02442,0.22088419
R02443,0.27385375
R02444,0.20176992
R02445,0.19615526
R02446,0.2556408
R02447,0.19810161
R02448,0.19685769
R02449,0.21359497
R02450,0.21184589
R02451,0.1676367
R02452,0.1316241
R02453,0.21759552
R02454,0.17426807
R02455,0.20633286
R02456,0.25560504
R02457,0.21434355
R02458,0.22269383
R02459,0.23356706
R02460,0.19071296
R02461,0.20388156
R02462,0.18787372
R02463,0.17837077
R02464,0.27164796
R02465,0.15851673
R02466,0.1655659
R02467,0.1488465
R02468,0.19025916
R02469,0.21139812
R02470,0.29006395
R02471,0.27541924
R02472,0.20579056
R02473,0.1859662
R02474,0.16849707
R02475,0.14497477
R02476,0.20893028
R02477,0.16999574
R02478,0.27531806
R02479,0.15417297
R02480,0.17925486
R02481,0.23280208
R02482,0.117136404
R02483,0.20122923
R02484,0.26656544
R02485,0.17874433
R02486,0.15768695
R02487,0.30241632
R02488,0.24237475
R02489,0.15390965
R02490,0.1767027
R02491,0.25702572
R02492,0.14916614
R02493,0.21484447
R02494,0.2356841
R02495,0.25625867
R02496,0.2484342
R02497,0.28075472
R02498,0.2514757
R02499,0.19619496
R02500,0.14805731
R02501,0.17141236
R02502,0.20366102
R02503,0.20910792
R02504,0.17299788
R02505,0.16600826
R02506,0.16128257
R02507,0.1549563
R02508,0.20634861
R02509,0.157844
R02510,0.28439242
R02511,0.16146913
R02512,0.22542799
R02513,0.20935673
R02514,0.15766433
R02515,0.21128851
R02516,0.23663938
R02517,0.2502362
R02518,0.22038405
R02519,0.1538229
R02520,0.17447872
R02521,0.20850545
R02522,0.16240343
R02523,0.14779487
R02524,0.17740944
R02525,0.1893096
R02526,0.16073528
R02527,0.16878724
R02528,0.26811892
R02529,0.2419438
R02530,0.1400351
R02531,0.19035205
R02532,0.16533247
R02533,0.15855858
R02534,0.2123966
R02535,0.12106937
R02536,0.22075981
R02537,0.2973482
R02538,0.2486833
R02539,0.17360759
R02540,0.2778052
R02541,0.16374323
R02542,0.1813725
R02543,0.26709163
R02544,0.16934597
R02545,0.20905983
R02546,0.21624662
R02547,0.1903051
R02548,0.22377233
R02549,0.2843272
R02550,0.16670363
R02551,0.22377399
R02552,0.28113034
R02553,0.17425284
R02554,0.23707724
R02555,0.2760824
R02556,0.19678396
R02557,0.17808452
R02558,0.15089661
R02559,0.23745124
R02560,0.16128081
R02561,0.2616794
R02562,0.17383234
R02563,0.30865332
R02564,0.12748666
R02565,0.18626308
R02566,0.23841333
R02567,0.17194194
R02568,0.24291405
R02569,0.17006275
R02570,0.2586613
R02571,0.193569
R02572,0.19588986
R02573,0.18103655
R02574,0.21186006
R02575,0.18608782
R02576,0.143131
R02577,0.15591049
R02578,0.2074016
R02579,0.2365981
R02580,0.22680078
R02581,0.25978595
R02582,0.2061713
R02583,0.187689
R02584,0.22239056
R02585,0.22854902
R02586,0.22798795
R02587,0.2453974
R02588,0.2224598
R02589,0.2758789
R02590,0.20611554
R02591,0.2665696
R02592,0.21650949
R02593,0.23984791
R02594,0.2530852
R02595,0.16157795
R02596,0.22886014
R02597,0.20192242
R02598,0.17438607
R02599,0.13721308
R02600,0.21628135
R02601,0.14023246
R02602,0.25606057
R02603,0.23005682
R02604,0.16260031
R02605,0.28549948
R02606,0.1518877
R02607,0.21769804
R02608,0.20474598
R02609,0.20800304
R02610,0.18898861
R02611,0.25440633
R02612,0.14233306
R02613,0.19127682
R02614,0.13136353
R02615,0.16805631
R02616,0.28427708
R02617,0.2654253
R02618,0.20062971
R02619,0.23356336
R02620,0.1777921
R02621,0.18483336
R02622,0.15957409
R02623,0.18739152
R02624,0.25120422
R02625,0.19494107
R02626,0.17856437
R02627,0.1952786
R02628,0.16139096
R02629,0.25848386
R02630,0.25669894
R02631,0.16553332
R02632,0.21304959
R02633,0.2294365
R02634,0.28064612
R02635,0.2554796
R02636,0.1532203
R02637,0.11416411
R02638,0.2461613
R02639,0.16202095
R02640,0.13699886
R02641,0.1682294
R02642,0.18210614
R02643,0.21602097
R02644,0.18574145
R02645,0.2602507
R02646,0.14081335
R02647,0.17679657
R02648,0.19456452
R02649,0.18330282
R02650,0.13795778
R02651,0.20343679
R02652,0.20924772
R02653,0.1667082
R02654,0.1621069
R02655,0.2528901
R02656,0.17359538
R02657,0.1632498
R02658,0.17324337
R02659,0.19953841
R02660,0.21032168
R02661,0.22435276
R02662,0.13263482
R02663,0.20903899
R02664,0.14445122
R02665,0.19069219
R02666,0.15025501
R02667,0.2519995
R02668,0.17798147
R02669,0.16869263
R02670,0.32076097
R02671,0.21897349
R02672,0.1709114
R02673,0.22205052
R02674,0.26703408
R02675,0.20215693
R02676,0.20998113
R02677,0.23055792
R02678,0.24972217
R02679,0.20243683
R02680,0.23978491
R02681,0.19321553
R02682,0.29181027
R02683,0.15011185
R02684,0.13550259
R02685,0.19143404
R02686,0.17632878
R02687,0.1663675
R02688,0.17731157
R02689,0.24111225
R02690,0.22646895
R02691,0.15149078
R02692,0.2522991
R02693,0.23545799
R02694,0.1986361
R02695,0.22033083
R02696,0.16900757
R02697,0.26265758
R02698,0.20307241
R02699,0.22454551
R02700,0.22529873
R02701,0.1699669
R02702,0.18009508
R02703,0.23151514
R02704,0.14880317
R02705,0.18555371
R02706,0.17553511
R02707,0.19659251
R02708,0.23296368
R02709,0.23689687
R02710,0.2668571
R02711,0.22624952
R02712,0.15136169
R02713,0.22093141
R02714,0.21841893
R02715,0.20529175
R02716,0.19300131
R02717,0.27929237
R02718,0.13490005
R02719,0.288049
R02720,0.13716574
R02721,0.15400575
R02722,0.20203413
R02723,0.14442024
R02724,0.16355096
R02725,0.18692371
R02726,0.21852729
R02727,0.17781451
R02728,0.15217224
R02729,0.26178628
R02730,0.17034158
R02731,0.18080243
R02732,0.28235894
R02733,0.22293495
R02734,0.2511173
R02735,0.17560071
R02736,0.16021368
R02737,0.23873584
R02738,0.2522046
R02739,0.174804
R02740,0.107229985
R02741,0.23172367
R02742,0.1784743
R02743,0.23897825
R02744,0.22305194
R02745,0.27002516
R02746,0.23693483
R02747,0.17676125
R02748,0.18734834
R02749,0.20388988
R02750,0.23609546
R02751,0.20693758
R02752,0.20485799
R02753,0.18198487
R02754,0.17705727
R02755,0.26924825
R02756,0.24298084
R02757,0.25048155
R02758,0.18171835
R02759,0.21596046
R02760,0.21933483
R02761,0.110390685
R02762,0.1765192
R02763,0.1751238
R02764,0.23370212
R02765,0.19028229
R02766,0.14725903
R02767,0.23493856
R02768,0.20103997
R02769,0.20354177
R02770,0.20450826
R02771,0.2307427
R02772,0.12557426
R02773,0.20019054
R02774,0.22739014
R02775,0.120040596
R02776,0.24993156
R02777,0.21731235
R02778,0.16115153
R02779,0.24803138
R02780,0.2715528
R02781,0.2111336
R02782,0.23268582
R02783,0.11951689
R02784,0.18848598
R02785,0.17613354
R02786,0.1911383
R02787,0.23651928
R02788,0.15020171
R02789,0.16499376
R02790,0.15777665
R02791,0.09930085
R02792,0.26079226
R02793,0.22097656
R02794,0.14166717
R02795,0.19799824
R02796,0.18304409
R02797,0.21272984
R02798,0.10071877
R02799,0.1719291
R02800,0.23373911
